Symbol,Name,LastSale,MarketCap,ADR_TSO,IPOyear,Sector,Industry,Summary_Quote
ARNC,Arconic Inc.,26.08,11504646354,n/a,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/arnc
ARCO,Arcos Dorados Holdings Inc.,7.33,1492453963,n/a,2011,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/arco
ACA,"Arcosa, Inc.",37.68,1821797781,n/a,2018,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/aca
RCUS,"Arcus Biosciences, Inc.",7.94,353608177.9,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rcus
ARD,Ardagh Group S.A.,17.37,4105399500,n/a,2017,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/ard
ASC,Ardmore Shipping Corporation,8.42,278683737,n/a,2013,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/asc
AFC,Ares Capital Corporation,26.5,212000000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/afc
ACRE,Ares Commercial Real Estate Corporation,14.79,426968590.7,n/a,2012,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/acre
ARDC,"Ares Dynamic Credit Allocation Fund, Inc.",15.11,346244728.3,n/a,2012,n/a,n/a,https://www.nasdaq.com/symbol/ardc
ARES,Ares Management Corporation,26.82,5907177843,n/a,2014,Finance,Investment Managers,https://www.nasdaq.com/symbol/ares
ARES^A,Ares Management Corporation,26.71,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ares^a
AGX,"Argan, Inc.",41.08,642216046.2,n/a,n/a,Basic Industries,Engineering & Construction,https://www.nasdaq.com/symbol/agx
ARGD,"Argo Group International Holdings, Ltd.",25.56,0,n/a,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/argd
ARGO,"Argo Group International Holdings, Ltd.",74.58,2543558358,n/a,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/argo
ANET,"Arista Networks, Inc.",262.84,20139469465,n/a,2014,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/anet
AI,Arlington Asset Investment Corp,6.83,249790974.1,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ai
AI^B,Arlington Asset Investment Corp,21.5,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ai^b
AI^C,Arlington Asset Investment Corp,21.75,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ai^c
AIC,Arlington Asset Investment Corp,24.3925,0,n/a,2015,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/aic
AIW,Arlington Asset Investment Corp,24.7518,0,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/aiw
ARLO,"Arlo Technologies, Inc.",4.15,310398764.5,n/a,2018,Consumer Non-Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/arlo
AHH,"Armada Hoffler Properties, Inc.",16.59,1151522849,n/a,2013,Finance,Real Estate,https://www.nasdaq.com/symbol/ahh
AHH^A,"Armada Hoffler Properties, Inc.",26.21,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ahh^a
ARR,"ARMOUR Residential REIT, Inc.",18.53,1106479611,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/arr
ARR^A.CL,"ARMOUR Residential REIT, Inc.",n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/arr^a.cl
ARR^B,"ARMOUR Residential REIT, Inc.",25.05,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/arr^b
AFI,"Armstrong Flooring, Inc.",9.99,259149960.6,n/a,2016,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/afi
AWI,Armstrong World Industries Inc,98.57,4825913765,n/a,n/a,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/awi
ARW,"Arrow Electronics, Inc.",72.02,6101620104,n/a,n/a,Technology,Electronic Components,https://www.nasdaq.com/symbol/arw
AJG,Arthur J. Gallagher & Co.,89.44,16568938880,n/a,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/ajg
APAM,Artisan Partners Asset Management Inc.,27.83,2165583685,n/a,2013,Finance,Investment Managers,https://www.nasdaq.com/symbol/apam
ASA,ASA Gold and Precious Metals Limited,11.01,212382900,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/asa
ABG,Asbury Automotive Group Inc,84.15,1632826236,n/a,2002,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/abg
ASX,"ASE Technology Holding Co., Ltd.",4.23,8988083208,n/a,2018,Technology,Semiconductors,https://www.nasdaq.com/symbol/asx
ASGN,ASGN Incorporated,60.07,3171696000,n/a,1992,Technology,Professional Services,https://www.nasdaq.com/symbol/asgn
AHT,Ashford Hospitality Trust Inc,2.81,287019660.7,n/a,2003,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/aht
AHT^D,Ashford Hospitality Trust Inc,24.1,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aht^d
AHT^F,Ashford Hospitality Trust Inc,20.84,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aht^f
AHT^G,Ashford Hospitality Trust Inc,20.5,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aht^g
AHT^H,Ashford Hospitality Trust Inc,20.77,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aht^h
AHT^I,Ashford Hospitality Trust Inc,20.65,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aht^i
ASH,Ashland Global Holdings Inc.,79.86,5009397786,n/a,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/ash
ASPN,"Aspen Aerogels, Inc.",7,169727649,n/a,2014,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/aspn
AHL^C,Aspen Insurance Holdings Limited,26.23,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ahl^c
AHL^D,Aspen Insurance Holdings Limited,25.32,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ahl^d
ASB,Associated Banc-Corp,21.18,3471480197,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/asb
ASB^C,Associated Banc-Corp,26.0156,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/asb^c
ASB^D,Associated Banc-Corp,25.42,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/asb^d
ASB^E,Associated Banc-Corp,25.58,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/asb^e
AC,"Associated Capital Group, Inc.",38.54,869229310.1,n/a,2015,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ac
AIZ,"Assurant, Inc.",108.99,6700125591,n/a,2004,Finance,Accident &Health Insurance,https://www.nasdaq.com/symbol/aiz
AIZP,"Assurant, Inc.",113.243,325573625,n/a,n/a,Finance,Accident &Health Insurance,https://www.nasdaq.com/symbol/aizp
AGO,Assured Guaranty Ltd.,43.48,4415974415,n/a,2004,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/ago
AGO^B,Assured Guaranty Ltd.,27.31,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ago^b
AGO^E,Assured Guaranty Ltd.,26.16,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ago^e
AGO^F,Assured Guaranty Ltd.,25.6,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ago^f
AZN,Astrazeneca PLC,41.31,1.08379E+11,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/azn
HOME,At Home Group Inc.,7.08,453411667.7,n/a,2016,Consumer Services,Home Furnishings,https://www.nasdaq.com/symbol/home
T,AT&T Inc.,33.43,2.43972E+11,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/t
TBB,AT&T Inc.,26.08,0,n/a,2017,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tbb
TBC,AT&T Inc.,26.64,0,n/a,2018,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tbc
ATTO,Atento S.A.,2.44,183991511.1,n/a,2014,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/atto
ATH,Athene Holding Ltd.,43.83,8484703750,n/a,2016,Finance,Life Insurance,https://www.nasdaq.com/symbol/ath
ATH^A,Athene Holding Ltd.,26.39,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ath^a
ATKR,Atkore International Group Inc.,25.96,1200940544,n/a,2016,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/atkr
AT,Atlantic Power Corporation,2.43,266558813.6,n/a,n/a,Energy,Electric Utilities: Central,https://www.nasdaq.com/symbol/at
ATO,Atmos Energy Corporation,105.27,12315348761,n/a,n/a,Public Utilities,Oil/Gas Transmission,https://www.nasdaq.com/symbol/ato
AUO,AU Optronics Corp,2.95,2839152307,n/a,2002,Technology,Semiconductors,https://www.nasdaq.com/symbol/auo
ACB,Aurora Cannabis Inc.,7.83,7940402319,n/a,2018,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/acb
ATHM,Autohome Inc.,85.01,10035969888,n/a,2013,Technology,EDP Services,https://www.nasdaq.com/symbol/athm
ALV,"Autoliv, Inc.",69.35,6049035580,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/alv
AN,"AutoNation, Inc.",42.34,3777102836,n/a,n/a,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/an
AZO,"AutoZone, Inc.",1098.79,26951895767,n/a,n/a,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/azo
AVLR,"Avalara, Inc.",75.57,5286156942,n/a,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/avlr
AVB,"AvalonBay Communities, Inc.",202.31,28202676161,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/avb
AGR,"Avangrid, Inc.",50.41,15576955762,n/a,2015,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/agr
AVNS,"Avanos Medical, Inc.",43.5,2066453580,n/a,2014,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/avns
AVTR,"Avantor, Inc.",18.74,10012665962,n/a,2019,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/avtr
AVTR^A,"Avantor, Inc.",64.76,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/avtr^a
AVYA,Avaya Holdings Corp.,11.47,1271546743,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/avya
AVY,Avery Dennison Corporation,118.56,10008343532,n/a,n/a,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/avy
AVH,Avianca Holdings S.A.,3.75,467337791.3,n/a,2013,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/avh
AVA,Avista Corporation,44.4,2919306926,n/a,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/ava
AVP,"Avon Products, Inc.",3.9,1754476955,n/a,n/a,Consumer Non-Durables,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/avp
AVX,AVX Corporation,16.8,2831293702,n/a,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/avx
EQH,"AXA Equitable Holdings, Inc.",21,10313898882,n/a,2018,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/eqh
AXTA,Axalta Coating Systems Ltd.,30.35,7120161231,n/a,2014,Basic Industries,Paints/Coatings,https://www.nasdaq.com/symbol/axta
AXS,Axis Capital Holdings Limited,60.25,5057092667,n/a,2003,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/axs
AXS^D,Axis Capital Holdings Limited,24.77,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/axs^d
AXS^E,Axis Capital Holdings Limited,24.77,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/axs^e
AX,"Axos Financial, Inc.",27.01,1655327675,n/a,2018,Finance,Savings Institutions,https://www.nasdaq.com/symbol/ax
AXO,"Axos Financial, Inc.",25.6,0,n/a,2018,Finance,Savings Institutions,https://www.nasdaq.com/symbol/axo
AZUL,Azul S.A.,33,3730412004,n/a,2017,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/azul
AZRE,Azure Power Global Limited,10.495,430715093.9,n/a,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/azre
AZZ,AZZ Inc.,46.01,1202298628,n/a,n/a,Consumer Durables,Building Products,https://www.nasdaq.com/symbol/azz
BGS,"B&G Foods, Inc.",20.6,1345791120,n/a,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/bgs
BRPM,B. Riley Principal Merger Corp.,9.74,179520375,n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/brpm
BRPM.U,B. Riley Principal Merger Corp.,n/a,0,n/a,2019,n/a,n/a,https://www.nasdaq.com/symbol/brpm.u
BRPM.WS,B. Riley Principal Merger Corp.,n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/brpm.ws
BW,Babcock,0.3433,57976373.55,n/a,2015,Capital Goods,Building Products,https://www.nasdaq.com/symbol/bw
BGH,Babson Global Short Duration High Yield Fund,17.89,358834918.6,n/a,2012,n/a,n/a,https://www.nasdaq.com/symbol/bgh
BMI,"Badger Meter, Inc.",58.39,1700010836,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/bmi
BCSF,"Bain Capital Specialty Finance, Inc.",18.44,952422533.3,n/a,2018,n/a,n/a,https://www.nasdaq.com/symbol/bcsf
BHGE,"Baker Hughes, a GE company",25.18,26114218439,n/a,2017,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/bhge
BBN,BalckRock Taxable Municipal Bond Trust,23.86,1362940154,n/a,2010,n/a,n/a,https://www.nasdaq.com/symbol/bbn
BLL,Ball Corporation,70.26,23519118428,n/a,n/a,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/bll
BANC,"Banc of California, Inc.",14,711825464,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/banc
BANC^D,"Banc of California, Inc.",25.9113,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/banc^d
BANC^E,"Banc of California, Inc.",26.3,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/banc^e
BBVA,Banco Bilbao Viscaya Argentaria S.A.,5.59,37122555982,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bbva
BBD,Banco Bradesco Sa,9.74,78234574407,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bbd
BBDO,Banco Bradesco Sa,8.72,70041631296,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bbdo
BCH,Banco De Chile,29.29,14793951512,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bch
BLX,"Banco Latinoamericano de Comercio Exterior, S.A.",20.8,822401840,n/a,1992,Finance,Commercial Banks,https://www.nasdaq.com/symbol/blx
BSBR,Banco Santander Brasil SA,11.92,89036632472,n/a,2009,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bsbr
BSAC,Banco Santander Chile,30,14133459480,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bsac
BSMX,"Banco Santander Mexico, S.A., Institucion de Ban",7.68,10424823329,n/a,2012,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bsmx
SAN,"Banco Santander, S.A.",4.58,74363508654,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/san
SAN^B,"Banco Santander, S.A.",22.41,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/san^b
CIB,BanColombia S.A.,51.12,12292149060,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/cib
BXS,BancorpSouth Bank,28.87,2869984542,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bxs
BAC,Bank of America Corporation,29.42,2.79731E+11,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bac
BAC^A,Bank of America Corporation,26.415,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac^a
BAC^B,Bank of America Corporation,26.72,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac^b
BAC^C,Bank of America Corporation,26.13,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac^c
BAC^E,Bank of America Corporation,22.41,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac^e
BAC^K,Bank of America Corporation,26.17,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac^k
BAC^L,Bank of America Corporation,1370.48,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac^l
BAC^M,Bank of America Corporation,25.05,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac^m
BAC^W,Bank of America Corporation,25.4,0,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bac^w
BAC^Y,Bank of America Corporation,25.4999,0,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bac^y
BML^G,Bank of America Corporation,20.0563,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bml^g
BML^H,Bank of America Corporation,19.42,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bml^h
BML^J,Bank of America Corporation,22.03,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bml^j
BML^L,Bank of America Corporation,21.59,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bml^l
BOH,Bank of Hawaii Corporation,82.46,3377948172,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/boh
BMO,Bank Of Montreal,75.71,48360585392,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bmo
NTB,Bank of N.T. Butterfield & Son Limited (The),34,1882213412,n/a,2016,Finance,Commercial Banks,https://www.nasdaq.com/symbol/ntb
BK,Bank Of New York Mellon Corporation (The),44.47,42580792908,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bk
BK^C,Bank Of New York Mellon Corporation (The),25.28,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bk^c
BNS,Bank of Nova Scotia (The),53.8,65764451374,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bns
BKU,"BankUnited, Inc.",33.76,3321118765,n/a,2011,Finance,Savings Institutions,https://www.nasdaq.com/symbol/bku
BCS,Barclays PLC,7.68,33106645179,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bcs
BBDC,"Barings BDC, Inc.",9.84,497217246.7,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bbdc
MCI,Barings Corporate Investors,15.78,316907672.8,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mci
MPV,Barings Participation Investors,15.9801,168220898.7,n/a,1988,Consumer Services,Miscellaneous,https://www.nasdaq.com/symbol/mpv
BNED,"Barnes & Noble Education, Inc",3.32,157908984,n/a,2015,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/bned
BKS,"Barnes & Noble, Inc.",6.69,489753552.2,n/a,n/a,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/bks
B,"Barnes Group, Inc.",56.66,2911434665,n/a,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/b
GOLD,Barrick Gold Corporation,14.99,26262207167,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/gold
BAS,"Basic Energy Services, Inc.",1.95,52566832.5,n/a,2005,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/bas
BHC,Bausch Health Companies Inc.,25.06,8764916760,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bhc
BAX,Baxter International Inc.,81.43,41543018268,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/bax
BTE,Baytex Energy Corp,1.57,873772224.3,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/bte
BBT,BB&T Corporation,49.56,37962095475,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bbt
BBT^D,BB&T Corporation,25.365,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bbt^d
BBT^E,BB&T Corporation,25.31,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bbt^e
BBT^F,BB&T Corporation,25.05,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bbt^f
BBT^G,BB&T Corporation,25.02,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bbt^g
BBT^H,BB&T Corporation,25.88,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bbt^h
BBAR,BBVA Banco Frances S.A.,11.36,2319937825,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bbar
BBX,BBX Capital Corporation,4.7,459492492,n/a,2017,Finance,Real Estate,https://www.nasdaq.com/symbol/bbx
BCE,"BCE, Inc.",45.42,40865854737,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/bce
BZH,"Beazer Homes USA, Inc.",9.74,312102920.5,n/a,1994,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/bzh
BDX,"Becton, Dickinson and Company",254.55,68660255909,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/bdx
BDXA,"Becton, Dickinson and Company",62.61,0,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/bdxa
BDC,Belden Inc,59,2327843879,n/a,n/a,Basic Industries,Telecommunications Equipment,https://www.nasdaq.com/symbol/bdc
BDC^B,Belden Inc,78.04,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bdc^b
BHE,"Benchmark Electronics, Inc.",25.35,977678190.5,n/a,n/a,Technology,Electrical Products,https://www.nasdaq.com/symbol/bhe
BRK.A,Berkshire Hathaway Inc.,n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/brk.a
BRK.B,Berkshire Hathaway Inc.,n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/brk.b
BHLB,"Berkshire Hills Bancorp, Inc.",30.98,1584749433,n/a,n/a,Finance,Banks,https://www.nasdaq.com/symbol/bhlb
BERY,"Berry Global Group, Inc.",53.81,7081396000,n/a,2012,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/bery
BBY,"Best Buy Co., Inc.",72.43,19341934775,n/a,n/a,Consumer Services,Consumer Electronics/Video Chains,https://www.nasdaq.com/symbol/bby
BEST,BEST Inc.,5.67,2201094000,n/a,2017,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/best
BHP,BHP Group Limited,58.44,1.47766E+11,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/bhp
BBL,BHP Group Plc,51.38,1.29914E+11,n/a,n/a,Energy,Coal Mining,https://www.nasdaq.com/symbol/bbl
